Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Platform,Payment,Ad_1,Ad_2,Ad_3,SocialMedia,ShippingPayment,Category,DayOfWeek,Province
1121.99,May,481,0,,0,817.49,6.9,0,42,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,clothing,Sunday,WC
963.65,October,500,7,,9,642,4.5,0.65,20,0,Premium,Computer,Credit Card,No,No,Yes,,Free,electronics,Sunday,FS
926.1,March,444,10,,11,809.89,6.7,0.59,32,41,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Tuesday,GP
647.14,July,508,42,,50,348.21,1.5,0.71,70,0,Standard,Computer,Credit Card,Yes,No,No,Instagram,Free,groceries,Monday,FS
947.29,December,416,62,Weekly,45,724.13,1.1,0.94,37,0,Premium,Computer,EFT,Yes,No,Yes,Instagram,Free,household,Sunday,GP
962.24,February,435,30,,28,984.54,7.1,0.78,47,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Friday,NW
814.93,October,436,55,Daily,50,805.59,6.1,0.8,47,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,books,Friday,GP
612.94,November,511,11,,8,636.26,1.8,0.62,71,0,Premium,iOS,Credit Card,Yes,No,No,Instagram,Free,clothing,Thursday,MP
790.16,March,414,2,,9,768.35,4.9,0.58,49,0,Express,Computer,Account Credit,Yes,No,Yes,Instagram,Free,electronics,Monday,GP
1016.68,December,376,52,Daily,51,748.89,4.3,0.66,54,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Saturday,WC
1299.63,November,374,28,,26,828.97,6.7,0.6,36,29,Express,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Thursday,FS
906.1,November,443,48,Weekly,46,696.79,2,0.98,31,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,household,Saturday,GP
712.28,July,537,34,,31,956.43,5.2,0.73,36,0,Standard,Computer,EFT,Yes,No,No,Instagram,Free,groceries,Monday,MP
765.26,November,434,0,,0,648.1,5.7,0,32,0,Express,Computer,Account Credit,No,No,Yes,,Free,clothing,Wednesday,LP
1473.5,March,507,25,,31,931.39,5.6,0.65,42,0,Standard,Computer,Account Credit,No,Yes,Yes,,Free,electronics,Tuesday,GP
1200.7,January,388,33,,25,748.53,6.9,0.5,32,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,NW
808.11,January,430,52,Weekly,57,542.64,3.9,0.56,26,0,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,books,Monday,GP
1220.49,October,467,10,Monthly,19,782.89,5.2,0.61,44,0,Premium,Computer,EFT,No,Yes,No,,Free,household,Tuesday,WC
650.88,May,456,9,,9,514.39,0.8,0.69,22,0,Premium,Android,EFT,No,No,No,,Free,groceries,Monday,FS
791.68,August,466,15,,7,596,7.7,0.61,36,0,Express,Computer,Credit Card,No,No,Yes,,Free,groceries,Sunday,GP
863.25,April,446,6,,10,639.15,6.9,0.51,40,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Sunday,KZN
792.64,March,451,35,,25,478.24,6.9,0.52,25,0,Standard,Computer,Credit Card,No,No,Yes,,Free,groceries,Sunday,MP
723.26,October,509,45,Daily,45,412.47,4.9,0.69,36,0,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Thursday,GP
2078.56,September,546,0,,0,1179.03,7.3,0,35,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Thursday,GP
1076.73,November,504,0,,0,841.61,4.6,0,55,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Monday,GP
800.16,May,449,44,,35,942.58,2.2,0.64,29,0,Express,Android,Credit Card,No,No,Yes,,Free,household,Sunday,GP
593.6,February,396,27,,25,416.78,5.9,0.91,29,0,Premium,Computer,Account Credit,No,No,No,,Free,clothing,Sunday,WC
898.86,September,516,60,Daily,46,619.15,5.8,0.65,60,12,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Tuesday,GP
2534.24,August,552,16,,12,1637.25,6.9,0.57,42,27,Standard,Computer,Credit Card,Yes,Yes,Yes,Facebook,Free,electronics,Tuesday,NW
620.21,December,525,43,Daily,57,717.3,5.3,0.62,67,0,Premium,iOS,Credit Card,No,No,No,,Free,books,Friday,GP
1313.45,October,507,1,Daily,7,983.44,4.3,0.64,63,0,Premium,Computer,EFT,Yes,Yes,Yes,Instagram,Free,electronics,Tuesday,FS
1344.24,June,517,17,,21,872.28,3.9,0.66,35,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,household,Saturday,WC
1035.38,October,501,65,Daily,52,796.33,5.7,0.76,32,0,Premium,iOS,Credit Card,No,Yes,No,,Free,electronics,Friday,MP
907.44,March,466,59,,54,503.39,0.4,0.69,26,28,Standard,Computer,Account Credit,Yes,No,Yes,Twitter,Free,household,Sunday,GP
738.8,April,361,12,,13,710.5,3.6,0.79,58,0,Standard,Computer,EFT,No,Yes,No,,Free,groceries,Monday,NC
1108.43,September,380,38,,33,937.24,7.7,0.58,43,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,books,Friday,GP
1179.92,July,530,37,,23,1144.74,6.6,0.79,28,0,Premium,Computer,Credit Card,No,No,Yes,,Free,electronics,Tuesday,EC
1873.98,November,578,0,,0,1038.04,7.1,0,43,0,Standard,Computer,Account Credit,No,No,Yes,,Free,electronics,Sunday,GP
972.03,October,388,25,Monthly,20,644.66,3.8,0.66,46,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,GP
982.15,August,446,35,Monthly,29,735.41,4.7,0.94,30,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,FS
553.93,February,444,25,,28,440.2,2.4,0.54,61,0,Standard,Computer,Credit Card,No,No,Yes,,Free,books,Sunday,WC
828.35,September,473,2,Monthly,9,521.07,5.8,0.94,93,0,Standard,Computer,EFT,No,Yes,Yes,,Free,clothing,Thursday,WC
786.29,February,426,8,,12,592.76,6.2,0.78,19,0,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Saturday,GP
1028.24,December,533,12,Monthly,13,848.19,3.8,0.58,36,0,Premium,Computer,Credit Card,No,No,Yes,,Free,household,Saturday,NW
599.22,September,419,38,,33,592.99,7.2,0.78,57,0,Premium,Computer,Credit Card,No,No,Yes,,Free,groceries,Sunday,GP
588.27,February,433,9,,7,641.93,6.4,0.77,71,25,Standard,Computer,Credit Card,No,Yes,No,,Free,household,Friday,WC
971.4,September,503,0,,0,527.36,5.8,0,53,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Monday,FS
784.63,July,406,13,,17,563.28,6.3,0.86,44,0,Express,Computer,Credit Card,No,No,Yes,,Free,books,Saturday,NW
1086.13,May,341,52,,58,645.58,7.7,0.64,72,0,Premium,Computer,EFT,Yes,Yes,No,Facebook,Free,clothing,Tuesday,MP
829.08,January,456,21,,27,712.16,7.2,0.83,67,24,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,groceries,Sunday,GP
783.93,June,404,18,Monthly,9,474.15,5.6,0.77,50,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Friday,GP
1024.16,October,526,16,,12,1014.29,3.6,0.98,60,0,Express,Computer,EFT,Yes,No,Yes,Instagram,Free,books,Saturday,NW
1097.77,April,395,30,,28,682.72,4.1,0.69,52,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,GP
580.27,December,449,43,,56,811.64,1.7,0.9,57,0,Express,Android,Credit Card,No,No,Yes,,Free,books,Friday,KZN
766.59,December,460,21,,28,643.22,6.6,0.94,46,0,Premium,iOS,EFT,Yes,Yes,No,Instagram,Free,electronics,Thursday,EC
1070.24,November,392,47,,55,629.34,1.3,0.95,28,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,household,Sunday,WC
697.44,April,461,15,,10,788.02,0.6,0.67,78,0,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,groceries,Sunday,WC
1051.34,October,471,18,,13,709.54,4.2,0.57,41,0,Express,Android,Credit Card,No,Yes,Yes,,Free,clothing,Monday,WC
773.4,June,460,22,,39,681.12,1.2,0.97,34,0,Express,Computer,EFT,Yes,No,Yes,Facebook,Free,groceries,Sunday,KZN
660.64,November,430,9,,13,415.29,1.1,0.6,52,0,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Saturday,WC
801.9,November,383,23,Monthly,24,705.39,4.9,0.92,29,0,Express,Computer,EFT,Yes,No,Yes,Facebook,Free,electronics,Wednesday,WC
889.96,November,405,62,,49,627.14,7.2,0.85,54,0,Standard,Computer,Credit Card,No,No,Yes,,Free,clothing,Tuesday,FS
948.06,December,362,46,,47,692.5,5.9,0.85,25,0,Express,Computer,Credit Card,No,No,Yes,,Free,clothing,Friday,MP
970.53,November,463,19,Daily,11,666.39,5.1,0.81,66,12,Standard,Computer,Credit Card,Yes,Yes,No,Facebook,Free,electronics,Sunday,GP
1475.27,November,576,42,Daily,44,953.35,7,0.6,42,0,Premium,Computer,EFT,No,Yes,No,,Free,electronics,Wednesday,KZN
1121.59,July,363,33,,38,1167.64,7.2,0.62,22,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,groceries,Friday,GP
840.52,April,401,28,,35,514.27,1.8,0.65,28,0,Premium,Computer,Credit Card,No,No,Yes,,Free,electronics,Friday,GP
547.25,December,397,21,,30,466.53,6.9,0.86,66,0,Express,Computer,EFT,Yes,No,No,Twitter,Paid,books,Saturday,WC
1158.72,September,478,55,Daily,37,708.48,6.4,0.54,36,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Tuesday,KZN
791.43,December,485,20,,8,686.72,3.5,0.58,58,0,Premium,iOS,EFT,Yes,Yes,No,Instagram,Free,household,Wednesday,KZN
1365.61,September,389,0,,0,787.8,7.6,0,36,0,Express,iOS,Account Credit,No,Yes,Yes,,Free,groceries,Thursday,NW
1317.09,March,417,57,Monthly,51,1072.55,4,0.77,43,35,Standard,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,electronics,Monday,GP
1382.57,January,316,30,,24,1060.08,1.7,0.91,46,0,Standard,Computer,Credit Card,Yes,No,Yes,Facebook,Free,groceries,Wednesday,WC
813.88,June,372,44,,44,572,6,0.57,25,0,Express,Computer,Account Credit,Yes,No,No,Facebook,Free,groceries,Monday,GP
1038.56,June,482,0,,0,597.67,5.4,0,34,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,NW
3415.35,November,596,20,Weekly,12,1939.46,2.6,0.57,52,0,Standard,Computer,EFT,Yes,No,Yes,Instagram,Free,electronics,Wednesday,KZN
843.08,November,377,46,Weekly,46,541.79,2.7,0.98,32,0,Standard,Computer,Credit Card,No,No,Yes,,Free,books,Saturday,FS
821.6,December,478,23,Daily,32,555.26,5.8,0.97,36,34,Standard,iOS,Credit Card,No,Yes,No,,Free,clothing,Saturday,NW
2741.55,January,552,0,,0,1580.62,5.4,0,42,0,Express,Computer,Account Credit,No,Yes,Yes,,Free,electronics,Sunday,MP
725.1,March,472,51,Daily,46,415.84,5.4,0.66,32,0,Express,Android,Credit Card,Yes,Yes,No,Facebook,Free,groceries,Wednesday,KZN
1490.98,October,563,7,,13,1008.99,3.9,0.63,53,0,Express,Computer,EFT,No,No,Yes,,Free,electronics,Saturday,WC
2564.58,April,305,0,,0,1374.6,6.3,0,49,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Saturday,MP
977.05,July,402,16,,6,644.68,6.8,0.92,48,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,LP
722.4,March,469,29,Monthly,28,728.5,3.3,0.71,60,0,Standard,Computer,EFT,No,No,Yes,,Free,electronics,Tuesday,NW
648.53,December,431,24,,30,380.74,3.1,0.54,25,0,Standard,iOS,EFT,No,No,Yes,,Free,electronics,Monday,EC
884.24,June,514,21,Weekly,25,492.93,3.6,0.52,59,0,Express,Computer,Credit Card,No,No,Yes,,Free,household,Sunday,GP
1111.09,August,388,30,Weekly,30,581.23,1.4,0.61,86,0,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,FS
1221.65,February,396,40,,36,863.26,6.2,0.52,34,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,MP
1186.54,March,512,8,,16,796.13,4.5,0.93,43,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,household,Friday,MP
823.37,March,377,5,Monthly,7,631.12,4.8,0.82,51,0,Express,Computer,Credit Card,Yes,Yes,No,Instagram,Free,electronics,Thursday,WC
906.49,October,433,40,,19,610.33,2.4,0.56,23,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Wednesday,MP
925.54,May,406,63,Weekly,47,689.16,2.1,0.75,49,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,clothing,Monday,WC
952.47,January,493,9,,14,735.45,8,0.79,32,0,Express,Computer,PayPal,No,Yes,No,,Free,electronics,Tuesday,GP
1074.68,September,542,2,,11,740.97,5.1,0.66,36,27,Standard,Computer,EFT,Yes,Yes,No,Facebook,Free,groceries,Sunday,KZN
706.06,November,479,64,Daily,50,435.2,4.2,1,41,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Saturday,KZN
1061.51,November,395,39,,27,608.94,0.6,0.58,24,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Tuesday,NW
1606.79,February,548,0,,0,1260.45,2.4,0,56,0,Express,Computer,EFT,No,No,Yes,,Free,household,Friday,MP
3453.88,April,578,9,Weekly,14,2333.88,2.5,0.72,21,0,Premium,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Friday,LP
707.7,July,493,53,Monthly,58,679.67,5,0.84,26,0,Express,iOS,Credit Card,No,No,Yes,,Free,groceries,Monday,WC
598.2,November,393,48,,45,698.13,2.8,0.83,70,17,Standard,Computer,Credit Card,No,No,Yes,,Free,clothing,Monday,MP
930.44,May,476,7,,3,528.18,5.6,0.76,31,0,Express,Computer,EFT,No,Yes,No,,Free,groceries,Monday,WC
796.88,March,403,17,,8,646.42,0.1,0.6,42,0,Premium,Android,Credit Card,Yes,No,No,Instagram,Free,household,Friday,MP
859.7,January,490,4,Daily,12,806.83,7.4,0.96,43,0,Premium,iOS,Account Credit,No,Yes,No,,Free,electronics,Sunday,MP
472.58,August,453,20,,7,325.8,1.1,0.8,39,0,Standard,Computer,Credit Card,No,No,No,,Paid,books,Sunday,MP
995.28,February,410,34,,33,668.64,6.6,0.98,46,0,Express,Computer,EFT,No,Yes,Yes,,Free,books,Sunday,MP
902.23,January,387,22,,32,533.61,6.7,0.61,44,0,Premium,iOS,Credit Card,No,Yes,No,,Free,books,Sunday,GP
736.23,December,401,45,Daily,39,818.07,7.7,0.8,44,0,Standard,iOS,Credit Card,No,No,Yes,,Free,electronics,Tuesday,NW
757.06,January,473,38,,32,521.39,6,0.93,83,0,Express,Computer,Credit Card,No,Yes,No,,Free,books,Friday,MP
925.73,November,425,32,,33,722.48,6.9,0.88,49,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Sunday,NW
1199.42,October,472,16,,9,610.71,6.1,0.58,66,0,Standard,Computer,Credit Card,Yes,Yes,Yes,Facebook,Free,electronics,Thursday,WC
996.09,April,455,31,Daily,25,588.65,7.8,0.67,56,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,groceries,Sunday,FS
1231.49,February,446,32,,35,808.47,4,0.64,57,0,Standard,Computer,EFT,Yes,Yes,Yes,Instagram,Free,clothing,Sunday,FS
776.99,May,485,17,Daily,18,481.28,5.8,0.75,48,0,Express,Android,Credit Card,No,Yes,No,,Free,groceries,Sunday,WC
903.32,February,504,14,Monthly,7,529.59,3.6,0.65,62,0,Standard,Computer,Credit Card,No,No,Yes,,Free,household,Sunday,WC
954.82,May,500,28,,29,652.66,4.4,0.6,34,45,Express,Computer,EFT,Yes,Yes,No,Twitter,Free,groceries,Monday,GP
726.88,February,454,43,,53,630.37,5.9,0.86,44,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Wednesday,MP
877.02,September,418,34,,39,503.22,7.6,0.61,30,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,LP
883.77,March,390,0,,0,587.51,6.3,0,41,0,Premium,Android,EFT,No,No,Yes,,Free,electronics,Tuesday,GP
1079.38,February,534,46,,46,795.78,5.6,0.8,55,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,LP
817.96,June,407,68,Daily,53,724.35,5.7,0.67,27,0,Express,Computer,PayPal,Yes,No,Yes,Facebook,Free,household,Saturday,GP
780.69,December,397,22,Weekly,37,612.36,1.3,0.84,57,0,Standard,Computer,PayPal,No,No,Yes,,Free,books,Saturday,NW
721.8,June,497,29,Monthly,36,528.62,5.2,1,61,0,Express,Computer,EFT,No,Yes,No,,Free,clothing,Saturday,KZN
1049.78,June,380,16,,9,911.22,4.8,0.92,51,0,Premium,iOS,Credit Card,Yes,Yes,No,Facebook,Free,groceries,Sunday,GP
734.72,December,504,27,,26,447.44,4.8,0.64,88,0,Express,Android,PayPal,Yes,Yes,No,Instagram,Free,electronics,Monday,WC
810.48,September,463,40,,22,559.82,4.7,0.9,37,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Saturday,WC
627.63,November,452,28,,24,408.52,7.9,0.58,51,28,Standard,Computer,EFT,No,Yes,No,,Free,electronics,Friday,NW
637.88,January,420,42,,39,572.74,4.6,0.63,75,0,Standard,Computer,Credit Card,No,Yes,No,,Free,groceries,Monday,GP
1378.44,August,371,15,,9,860.4,7.9,0.88,18,0,Standard,Computer,Credit Card,Yes,Yes,Yes,Twitter,Free,electronics,Saturday,FS
762.32,January,495,38,,25,488.55,1.3,0.9,44,0,Express,iOS,EFT,No,No,Yes,,Free,books,Saturday,GP
1143.72,December,441,33,Monthly,32,689.13,5.7,0.65,41,0,Express,iOS,EFT,Yes,Yes,Yes,Instagram,Free,groceries,Monday,LP
692.51,November,533,28,Daily,22,451.18,7.6,0.72,44,0,Express,iOS,Credit Card,Yes,No,No,Instagram,Free,clothing,Thursday,GP
772.13,October,417,36,,16,911.45,4.6,0.74,36,0,Standard,Computer,EFT,No,Yes,No,,Free,electronics,Sunday,EC
759.83,November,544,27,Monthly,22,477.95,5.3,0.51,45,35,Standard,iOS,Credit Card,No,No,No,,Free,clothing,Sunday,EC
1547.92,February,341,9,,7,1046.54,4.7,0.64,41,15,Standard,Computer,EFT,No,Yes,Yes,,Free,clothing,Tuesday,GP
816.9,May,423,60,,52,587.65,1.1,0.82,39,0,Express,Android,Credit Card,No,Yes,Yes,,Free,clothing,Friday,MP
980.49,May,522,35,,32,618.8,6.3,0.55,24,0,Express,Computer,Credit Card,No,No,Yes,,Free,clothing,Tuesday,NC
1418.38,November,532,0,,0,846.59,5.3,0,33,13,Standard,Computer,Account Credit,No,Yes,Yes,,Free,clothing,Wednesday,NC
735.52,November,454,16,,11,487.91,5.8,0.89,33,0,Express,iOS,Account Credit,No,No,Yes,,Free,groceries,Sunday,MP
687.91,November,506,32,,21,462.94,3.1,0.68,52,0,Standard,Computer,EFT,No,No,Yes,,Free,electronics,Monday,GP
708.73,June,441,3,,6,414.73,2.4,0.6,61,33,Standard,iOS,EFT,No,Yes,No,,Free,groceries,Friday,WC
874.75,August,502,39,Weekly,28,722.66,4,0.8,47,26,Standard,Computer,Credit Card,Yes,No,Yes,Facebook,Free,household,Saturday,FS
1036.69,November,439,40,,28,666.21,0.1,0.64,54,0,Standard,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,electronics,Thursday,GP
803.14,December,438,16,,5,566.69,1.9,0.77,22,0,Premium,iOS,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Monday,WC
762.75,March,490,31,,29,902.9,4.8,0.75,48,17,Standard,Computer,EFT,No,Yes,No,,Free,groceries,Monday,WC
750.74,February,468,19,,10,601.45,7.8,0.76,54,0,Premium,Computer,Credit Card,No,Yes,No,,Free,clothing,Sunday,NW
917.67,January,363,17,,13,851.85,7.8,0.6,48,0,Standard,Computer,Account Credit,Yes,Yes,No,Facebook,Free,books,Sunday,NC
717.68,May,474,25,,23,571.65,5.1,0.69,50,0,Express,Computer,EFT,No,No,Yes,,Free,groceries,Sunday,KZN
583.28,November,418,8,,13,506.03,0.3,0.54,47,0,Premium,Computer,Credit Card,Yes,No,No,Instagram,Free,books,Friday,NW
834.13,December,454,11,,10,606.18,5.9,0.91,48,0,Express,Computer,Credit Card,Yes,Yes,No,Facebook,Free,clothing,Monday,EC
747.36,July,406,54,Weekly,57,456.64,3,0.51,64,0,Express,iOS,Account Credit,Yes,No,Yes,Instagram,Free,household,Wednesday,KZN
778.93,February,470,0,,0,678.33,2.6,0,30,0,Premium,Computer,Credit Card,No,No,Yes,,Free,clothing,Saturday,GP
1750.18,December,344,8,,16,930.59,0.2,0.72,43,16,Standard,Android,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,NW
839.12,June,483,18,,11,826.58,1.9,1,45,0,Standard,iOS,Credit Card,No,Yes,Yes,,Free,clothing,Tuesday,WC
692.32,December,411,10,Daily,14,574.31,7,0.72,32,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,GP
1060.71,September,463,77,Daily,37,761.69,6.2,0.75,35,0,Premium,iOS,Credit Card,No,Yes,Yes,,Free,clothing,Monday,FS
973.36,April,525,11,Weekly,9,566.5,1.1,0.69,40,0,Premium,Android,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Monday,KZN
654.39,November,418,53,,51,606.16,2.1,0.62,33,0,Standard,Computer,Credit Card,No,No,Yes,,Free,electronics,Thursday,GP
816.17,October,417,20,,14,612.14,3.1,0.94,50,30,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Sunday,KZN
782.56,November,506,15,,12,491.28,3.2,0.78,76,0,Premium,Computer,Credit Card,No,No,Yes,,Free,clothing,Tuesday,NW
790.71,October,555,24,Monthly,31,610.33,3.6,0.55,26,0,Standard,Android,Credit Card,Yes,No,No,Facebook,Free,electronics,Friday,WC
679.32,October,394,8,,11,505.09,0.1,0.73,23,0,Standard,Computer,Account Credit,No,No,Yes,,Free,electronics,Monday,KZN
926.15,November,397,39,Monthly,24,690.44,6,0.71,73,0,Standard,Computer,EFT,Yes,Yes,No,Instagram,Free,groceries,Sunday,KZN
1481.25,August,558,27,,28,908.78,2.3,0.77,77,0,Premium,iOS,EFT,No,Yes,No,,Free,electronics,Saturday,MP
1148.97,August,447,45,Daily,52,602.62,4.2,0.59,41,0,Express,Computer,Credit Card,Yes,Yes,Yes,Twitter,Free,groceries,Sunday,KZN
671.5,July,465,0,,0,455.32,1.5,0,42,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Friday,NW
869.46,December,521,43,,52,617,2.5,0.68,80,34,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Thursday,GP
788.91,January,447,9,,5,594.36,7.4,0.53,47,0,Premium,Computer,EFT,No,No,Yes,,Free,groceries,Friday,GP
1070.6,December,541,0,,0,867.93,1.8,0,78,0,Express,Computer,Account Credit,No,No,Yes,,Free,clothing,Saturday,GP
1860.74,December,302,30,Monthly,29,1496.37,4.7,0.59,49,0,Premium,Computer,Credit Card,Yes,Yes,No,Instagram,Free,electronics,Sunday,FS
846.69,January,404,53,,60,660.73,4.1,0.6,48,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,electronics,Monday,GP
1357.63,November,562,0,,0,900.99,4.9,0,48,0,Express,Computer,EFT,No,No,Yes,,Free,groceries,Tuesday,GP
820.42,December,450,17,,9,668.61,1.1,0.94,85,22,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Monday,WC
730.21,January,392,19,,9,526.7,7.7,0.52,29,0,Standard,Computer,EFT,No,No,Yes,,Free,electronics,Monday,NW
961.09,May,396,30,Daily,23,504.69,6.2,0.72,58,0,Premium,iOS,Credit Card,No,Yes,No,,Free,clothing,Wednesday,NW
742.78,December,424,22,,31,869.6,0.8,0.94,63,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Friday,KZN
1177.71,November,513,0,,0,821.25,6.6,0,37,0,Premium,iOS,Credit Card,No,Yes,No,,Free,groceries,Thursday,FS
906.35,November,424,37,,24,723.38,7.3,0.68,49,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Thursday,NW
1172.86,May,332,14,,14,621.47,4.5,0.52,48,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,MP
960.86,October,385,12,,15,677.49,7.8,0.88,35,17,Standard,Computer,Credit Card,No,Yes,Yes,,Free,household,Sunday,FS
942.89,August,503,7,,10,751.2,6.6,0.78,43,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,books,Sunday,NW
582.52,November,448,57,,44,466.28,1,0.66,43,0,Premium,Computer,EFT,Yes,No,No,Twitter,Free,books,Friday,KZN
659.19,December,503,33,Weekly,37,490.64,2.9,0.86,81,0,Standard,Computer,Account Credit,No,No,Yes,,Free,electronics,Monday,GP
838.06,June,507,43,Weekly,37,608.51,3.7,0.84,67,0,Premium,Android,Credit Card,No,Yes,Yes,,Free,groceries,Sunday,KZN
783.94,August,400,23,,28,589.66,7.6,0.73,64,0,Express,Computer,EFT,No,No,Yes,,Free,books,Friday,KZN
608.85,July,372,15,Monthly,17,393.3,5.7,0.57,43,0,Standard,Computer,Credit Card,Yes,No,No,Facebook,Free,electronics,Wednesday,KZN
581.55,August,418,23,,26,363.55,1.1,0.78,66,36,Standard,Computer,Credit Card,No,Yes,No,,Free,books,Friday,NW
978.42,November,432,30,,26,926.6,6.1,0.89,91,0,Express,Android,Credit Card,Yes,Yes,Yes,Facebook,Free,books,Saturday,NW
825.94,October,554,32,,30,647.78,0.5,0.85,40,0,Premium,Computer,EFT,No,No,No,,Free,clothing,Friday,WC
992.75,October,449,0,,0,719.62,2.7,0,61,0,Premium,Android,Account Credit,No,Yes,No,,Free,electronics,Saturday,MP
2695.75,July,555,0,,0,1409.06,8,0,43,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Monday,WC
573.27,October,481,0,,0,687.05,6.4,0,47,0,Express,Computer,EFT,Yes,No,No,Instagram,Free,books,Sunday,WC
927.81,November,452,38,,22,584.4,4.8,0.62,64,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Thursday,NW
1346.51,May,550,8,Monthly,7,951.52,3.4,0.72,39,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Monday,FS
881.14,December,354,13,,12,998.81,1.8,0.77,69,0,Standard,Computer,Credit Card,No,Yes,No,,Free,books,Saturday,GP
810.63,May,412,46,Monthly,53,562.72,3,0.72,42,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Monday,GP
776.46,January,387,30,,24,566.85,2.9,0.56,65,41,Standard,Android,Credit Card,Yes,Yes,No,Instagram,Free,household,Saturday,LP
978.08,May,503,36,,27,742.07,3.3,0.59,40,0,Premium,Android,EFT,No,No,Yes,,Free,clothing,Monday,NW
760.15,June,516,56,Daily,52,488.44,5,0.71,73,0,Standard,Computer,Credit Card,No,No,Yes,,Free,household,Friday,WC
962.02,July,390,0,,0,604.45,0.5,0,56,0,Standard,Computer,EFT,No,No,Yes,,Free,household,Sunday,NW
1466.08,February,354,41,,38,810.32,2.9,0.55,42,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Monday,NC
